CSV Split Summary
=================

Date: 28-Jun-2026 23:44:38
Input file: data/legacy/original_csv/RUSS_24_VALID.CSV
Output directory: data/legacy/surveys/pending

Total surveys: 12578
Total rows: 11651703
Average rows per survey: 926
Time elapsed: 341.3 minutes

Survey file row counts:
-----------------------
F693356: 107 rows
F693357: 75 rows
F693358: 69 rows
F693359: 63 rows
F693360: 114 rows
F693361: 153 rows
F693362: 201 rows
F693363: 101 rows
F693364: 63 rows
F693365: 62 rows
F694001: 66 rows
F694002: 125 rows
F694005: 128 rows
F694006: 239 rows
F694007: 143 rows
F694008: 87 rows
F694009: 57 rows
F694011: 105 rows
F694012: 76 rows
F694014: 64 rows
F694015: 73 rows
F694016: 63 rows
F694017: 74 rows
F694018: 101 rows
F694019: 60 rows
F694021: 72 rows
F694022: 96 rows
F694023: 155 rows
F694024: 160 rows
F694025: 194 rows
F694026: 162 rows
F694027: 83 rows
F694028: 75 rows
F694029: 29 rows
F694031: 103 rows
F694032: 87 rows
F694033: 97 rows
F694034: 122 rows
F694035: 88 rows
F694036: 117 rows
F694037: 57 rows
F694038: 160 rows
F694039: 110 rows
F694041: 82 rows
F694042: 70 rows
F694043: 37 rows
F694044: 183 rows
F694045: 61 rows
F694046: 73 rows
F694047: 77 rows
F694048: 81 rows
F694049: 73 rows
F694050: 66 rows
F694051: 38 rows
F694053: 169 rows
F694054: 95 rows
F694055: 85 rows
F694056: 103 rows
F694057: 168 rows
F694059: 121 rows
F694060: 95 rows
F694063: 102 rows
F694064: 259 rows
F694065: 358 rows
F694066: 349 rows
F694067: 341 rows
F694068: 299 rows
F694069: 58 rows
F694070: 88 rows
F694071: 83 rows
F694072: 161 rows
F694073: 145 rows
F694074: 171 rows
F694075: 102 rows
F694076: 154 rows
F694077: 123 rows
F694078: 424 rows
F694079: 449 rows
F694080: 209 rows
F694081: 381 rows
F694082: 604 rows
F694083: 339 rows
F694084: 59 rows
F694085: 333 rows
F694086: 109 rows
F694087: 60 rows
F694088: 128 rows
F694089: 68 rows
F694090: 129 rows
F694335: 67 rows
F694336: 43 rows
F694337: 117 rows
F694338: 185 rows
F694339: 222 rows
F694340: 208 rows
F694341: 144 rows
F694342: 158 rows
F694343: 6 rows
F694344: 127 rows
F694345: 73 rows
F694346: 67 rows
F694347: 14 rows
F694348: 62 rows
F694349: 58 rows
F694350: 1 rows
F694352: 86 rows
F694353: 77 rows
F694354: 81 rows
F694358: 62 rows
F694359: 68 rows
F694360: 96 rows
F694361: 65 rows
F694362: 118 rows
F694363: 155 rows
F695002: 99 rows
F695003: 108 rows
F695004: 97 rows
F695005: 57 rows
F695006: 132 rows
F695007: 86 rows
F695008: 115 rows
F695009: 216 rows
F695010: 208 rows
F695011: 182 rows
F695012: 173 rows
F695013: 166 rows
F695015: 89 rows
F695016: 82 rows
F695017: 146 rows
F695018: 110 rows
F695019: 92 rows
F695020: 61 rows
F695021: 62 rows
F695022: 124 rows
F695023: 89 rows
F695024: 65 rows
F695025: 139 rows
F695026: 169 rows
F695027: 189 rows
F695028: 80 rows
F695029: 139 rows
F695030: 101 rows
F695031: 106 rows
F695032: 97 rows
F695033: 99 rows
F695034: 200 rows
F695036: 73 rows
F695037: 113 rows
F695038: 92 rows
F695039: 11 rows
F695040: 185 rows
F695041: 83 rows
F695042: 67 rows
F695043: 83 rows
F695044: 65 rows
F695045: 78 rows
F695046: 111 rows
F695051: 126 rows
F695052: 9 rows
F695053: 111 rows
F695054: 230 rows
F695055: 171 rows
F695056: 57 rows
F695057: 121 rows
F695058: 168 rows
F695059: 184 rows
F695060: 115 rows
F695061: 56 rows
F695062: 88 rows
F695063: 93 rows
F695065: 127 rows
F695066: 40 rows
F695068: 10 rows
F695070: 74 rows
F695071: 141 rows
F695072: 107 rows
F695073: 137 rows
F695074: 93 rows
F695075: 85 rows
F695076: 95 rows
F695077: 226 rows
F695078: 64 rows
F695343: 49 rows
F695344: 81 rows
F695345: 224 rows
F695346: 295 rows
F695347: 129 rows
F695348: 80 rows
F695349: 270 rows
F695350: 360 rows
F695351: 88 rows
F695352: 138 rows
F695354: 98 rows
F695355: 104 rows
F695356: 122 rows
F695357: 115 rows
F695358: 83 rows
F695359: 74 rows
F695360: 120 rows
F695361: 147 rows
F695362: 129 rows
F695363: 8 rows
F695364: 32 rows
F696002: 69 rows
F696003: 83 rows
F696004: 166 rows
F696005: 173 rows
F696006: 167 rows
F696009: 101 rows
F696010: 114 rows
F696011: 209 rows
F696012: 70 rows
F696013: 136 rows
F696014: 155 rows
F696015: 185 rows
F696016: 153 rows
F696017: 75 rows
F696018: 184 rows
F696020: 71 rows
F696022: 79 rows
F696023: 119 rows
F696024: 93 rows
F696025: 31 rows
F696026: 103 rows
F696027: 98 rows
F696029: 97 rows
F696030: 149 rows
F696032: 75 rows
F696034: 49 rows
F696035: 17 rows
F696036: 76 rows
F696037: 75 rows
F696038: 92 rows
F696039: 137 rows
F696040: 115 rows
F696041: 259 rows
F696042: 91 rows
F696043: 36 rows
F696044: 115 rows
F696045: 53 rows
F696046: 122 rows
F696048: 114 rows
F696049: 137 rows
F696050: 179 rows
F696051: 132 rows
F696052: 184 rows
F696053: 175 rows
F696054: 120 rows
F696055: 204 rows
F696056: 188 rows
F696057: 266 rows
F696058: 341 rows
F696059: 287 rows
F696060: 110 rows
F696062: 155 rows
F696063: 305 rows
F696064: 212 rows
F696065: 110 rows
F696069: 57 rows
F696073: 147 rows
F696074: 140 rows
F696075: 110 rows
F696076: 95 rows
F696077: 96 rows
F696082: 115 rows
F696083: 179 rows
F696084: 371 rows
F696085: 63 rows
F696086: 405 rows
F696087: 431 rows
F696088: 195 rows
F696089: 160 rows
F696090: 122 rows
F696092: 114 rows
F696093: 83 rows
F696096: 561 rows
F696098: 139 rows
F696101: 105 rows
F696340: 167 rows
F696341: 287 rows
F696343: 53 rows
F696344: 95 rows
F696345: 196 rows
F696346: 153 rows
F696347: 160 rows
F696348: 269 rows
F696349: 102 rows
F696350: 87 rows
F696351: 101 rows
F696352: 108 rows
F696353: 44 rows
F696354: 9 rows
F696355: 90 rows
F696356: 81 rows
F696357: 96 rows
F696358: 139 rows
F696359: 225 rows
F696360: 45 rows
F696361: 41 rows
F696363: 254 rows
F696366: 227 rows
F697001: 293 rows
F697003: 275 rows
F697004: 267 rows
F697005: 107 rows
F697006: 207 rows
F697007: 91 rows
F697010: 105 rows
F697011: 160 rows
F697012: 90 rows
F697013: 79 rows
F697014: 29 rows
F697015: 96 rows
F697016: 87 rows
F697017: 125 rows
F697018: 92 rows
F697019: 247 rows
F697020: 185 rows
F697021: 227 rows
F697022: 178 rows
F697023: 267 rows
F697024: 179 rows
F697026: 9 rows
F697027: 136 rows
F697028: 241 rows
F697031: 200 rows
F697032: 126 rows
F697033: 202 rows
F697034: 215 rows
F697035: 126 rows
F697036: 218 rows
F697037: 76 rows
F697038: 38 rows
F697040: 71 rows
F697041: 81 rows
F697042: 110 rows
F697046: 87 rows
F697047: 64 rows
F697048: 66 rows
F697049: 93 rows
F697051: 155 rows
F697052: 43 rows
F697054: 73 rows
F697058: 151 rows
F697059: 87 rows
F697060: 240 rows
F697061: 322 rows
F697062: 115 rows
F697063: 501 rows
F697064: 506 rows
F697065: 94 rows
F697066: 41 rows
F697067: 304 rows
F697068: 303 rows
F697069: 365 rows
F697070: 383 rows
F697071: 148 rows
F697074: 136 rows
F697075: 30 rows
F697076: 64 rows
F697077: 115 rows
F697078: 308 rows
F697079: 312 rows
F697081: 352 rows
F697082: 38 rows
F697083: 68 rows
F697084: 14 rows
F697085: 154 rows
F697086: 501 rows
F697087: 368 rows
F697088: 94 rows
F697094: 365 rows
F697095: 259 rows
F697096: 279 rows
F697097: 239 rows
F697099: 345 rows
F697107: 269 rows
F697109: 251 rows
F697111: 344 rows
F697112: 267 rows
F697114: 361 rows
F697115: 378 rows
F697116: 141 rows
F697335: 100 rows
F697336: 97 rows
F697337: 167 rows
F697338: 148 rows
F697339: 83 rows
F697340: 78 rows
F697341: 122 rows
F697342: 224 rows
F697344: 161 rows
F697345: 124 rows
F697351: 152 rows
F697352: 174 rows
F697353: 173 rows
F697354: 229 rows
F697355: 140 rows
F697356: 103 rows
F697360: 121 rows
F697362: 129 rows
F697363: 49 rows
F697365: 44 rows
F698001: 62 rows
F698002: 116 rows
F698003: 119 rows
F698004: 93 rows
F698005: 122 rows
F698009: 90 rows
F698010: 99 rows
F698011: 195 rows
F698012: 123 rows
F698013: 121 rows
F698015: 45 rows
F698017: 95 rows
F698018: 148 rows
F698019: 55 rows
F698020: 142 rows
F698021: 44 rows
F698022: 94 rows
F698023: 66 rows
F698024: 73 rows
F698025: 74 rows
F698026: 90 rows
F698027: 67 rows
F698029: 127 rows
F698030: 127 rows
F698031: 101 rows
F698032: 67 rows
F698033: 30 rows
F698036: 65 rows
F698037: 113 rows
F698038: 88 rows
F698039: 114 rows
F698040: 120 rows
F698041: 80 rows
F698042: 55 rows
F698043: 102 rows
F698044: 133 rows
F698045: 89 rows
F698048: 64 rows
F698049: 81 rows
F698050: 130 rows
F698051: 79 rows
F698052: 148 rows
F698053: 40 rows
F698055: 56 rows
F698056: 162 rows
F698057: 191 rows
F698058: 108 rows
F698059: 340 rows
F698060: 103 rows
F698061: 78 rows
F698062: 75 rows
F698063: 219 rows
F698064: 247 rows
F698065: 324 rows
F698066: 21 rows
F698067: 49 rows
F698068: 68 rows
F698069: 81 rows
F698070: 116 rows
F698072: 77 rows
F698073: 332 rows
F698074: 280 rows
F698075: 209 rows
F698077: 147 rows
F698078: 135 rows
F698079: 104 rows
F698080: 18 rows
F698081: 116 rows
F698082: 105 rows
F698083: 252 rows
F698084: 368 rows
F698085: 186 rows
F698086: 533 rows
F698087: 562 rows
F698088: 559 rows
F698089: 851 rows
F698090: 452 rows
F698335: 224 rows
F698336: 18 rows
F698337: 397 rows
F698338: 157 rows
F698339: 248 rows
F698340: 350 rows
F698341: 195 rows
F698342: 106 rows
F698343: 131 rows
F698344: 16 rows
F698345: 77 rows
F698347: 91 rows
F698348: 67 rows
F698350: 104 rows
F698351: 93 rows
F698352: 276 rows
F698353: 274 rows
F698354: 333 rows
F698355: 303 rows
F698356: 202 rows
F698357: 16 rows
F698364: 23 rows
F698365: 264 rows
F699001: 127 rows
F699002: 139 rows
F699003: 99 rows
F699004: 130 rows
F699005: 52 rows
F699006: 157 rows
F699007: 238 rows
F699008: 205 rows
F699009: 158 rows
F699010: 34 rows
F699011: 151 rows
F699012: 179 rows
F699013: 183 rows
F699014: 227 rows
F699015: 132 rows
F699016: 258 rows
F699017: 247 rows
F699018: 47 rows
F699019: 237 rows
F699020: 447 rows
F699022: 74 rows
F699024: 21 rows
F699026: 183 rows
F699028: 244 rows
F699029: 258 rows
F699034: 191 rows
F699035: 148 rows
F699036: 127 rows
F699037: 277 rows
F699038: 249 rows
F699039: 371 rows
F699040: 29 rows
F699041: 337 rows
F699043: 216 rows
F699046: 129 rows
F699047: 201 rows
F699048: 161 rows
F699049: 195 rows
F699050: 75 rows
F699051: 90 rows
F699052: 62 rows
F699054: 88 rows
F699055: 124 rows
F699056: 315 rows
F699057: 149 rows
F699058: 298 rows
F699060: 34 rows
F699061: 328 rows
F699064: 131 rows
F699065: 367 rows
F699066: 14 rows
F699068: 27 rows
F699069: 228 rows
F699070: 137 rows
F699071: 45 rows
F699072: 27 rows
F699075: 340 rows
F699076: 282 rows
F699077: 317 rows
F699078: 101 rows
F699079: 409 rows
F699080: 149 rows
F699082: 303 rows
F699084: 281 rows
F699085: 226 rows
F699086: 65 rows
F699087: 301 rows
F699088: 321 rows
F699349: 220 rows
F699350: 96 rows
F699351: 77 rows
F699353: 101 rows
F699354: 228 rows
F699355: 119 rows
F699356: 62 rows
F699357: 96 rows
F699358: 109 rows
F699360: 99 rows
F699361: 111 rows
F699362: 138 rows
F699363: 187 rows
F699364: 218 rows
F699365: 232 rows
F788055: 36 rows
F788056: 60 rows
F788057: 39 rows
F788058: 146 rows
F789047: 45 rows
F793346: 53 rows
F793347: 67 rows
F793349: 54 rows
F793350: 46 rows
F793351: 43 rows
F793352: 87 rows
F793353: 90 rows
F793354: 84 rows
F793355: 40 rows
F793356: 61 rows
F793357: 45 rows
F793358: 44 rows
F793359: 27 rows
F793360: 36 rows
F793361: 63 rows
F793362: 92 rows
F793363: 48 rows
F793364: 41 rows
F793365: 34 rows
F794001: 36 rows
F794002: 54 rows
F794005: 39 rows
F794006: 82 rows
F794007: 72 rows
F794008: 46 rows
F794009: 31 rows
F794010: 34 rows
F794011: 37 rows
F794013: 45 rows
F794014: 31 rows
F794015: 31 rows
F794016: 27 rows
F794017: 42 rows
F794018: 29 rows
F794019: 31 rows
F794020: 40 rows
F794021: 29 rows
F794022: 76 rows
F794023: 82 rows
F794024: 61 rows
F794025: 73 rows
F794026: 48 rows
F794032: 45 rows
F794033: 36 rows
F794034: 32 rows
F794035: 49 rows
F794036: 24 rows
F794038: 63 rows
F794039: 40 rows
F794043: 40 rows
F794045: 41 rows
F794046: 40 rows
F794047: 27 rows
F794048: 34 rows
F794049: 28 rows
F794050: 39 rows
F794051: 39 rows
F794053: 41 rows
F794339: 91 rows
F794340: 142 rows
F794341: 86 rows
F794342: 36 rows
F794345: 37 rows
F794346: 36 rows
F794349: 33 rows
F794350: 33 rows
F794352: 35 rows
F794353: 38 rows
F794354: 33 rows
F794358: 28 rows
F794359: 52 rows
F794360: 47 rows
F794361: 43 rows
F794362: 108 rows
F794363: 91 rows
F796038: 825 rows
F796041: 984 rows
F796044: 515 rows
F796050: 1072 rows
F796052: 792 rows
F796053: 911 rows
F796056: 689 rows
F796083: 87 rows
F796094: 404 rows
F796095: 357 rows
F796097: 106 rows
F796099: 352 rows
F796100: 52 rows
F796102: 273 rows
F796103: 266 rows
F796104: 207 rows
F796105: 308 rows
F796366: 1110 rows
F797003: 729 rows
F797005: 96 rows
F797006: 796 rows
F797007: 744 rows
F797011: 672 rows
F797019: 852 rows
F797020: 591 rows
F797021: 618 rows
F797022: 343 rows
F797024: 724 rows
F797028: 1131 rows
F797031: 731 rows
F797033: 804 rows
F797034: 991 rows
F797035: 655 rows
F797049: 803 rows
F797050: 1036 rows
F797051: 869 rows
F797052: 38 rows
F797058: 98 rows
F797059: 865 rows
F797060: 945 rows
F797061: 786 rows
F797062: 64 rows
F797063: 945 rows
F797064: 1137 rows
F797067: 827 rows
F797068: 965 rows
F797069: 858 rows
F797070: 289 rows
F797071: 661 rows
F798003: 677 rows
F798005: 996 rows
F798009: 853 rows
F798010: 973 rows
F798011: 1125 rows
F798012: 1004 rows
F798013: 875 rows
F798018: 853 rows
F798020: 902 rows
F798021: 796 rows
F798025: 956 rows
F798026: 663 rows
F798029: 455 rows
F798030: 852 rows
F798031: 506 rows
F798037: 1025 rows
F798038: 744 rows
F798039: 856 rows
F798040: 828 rows
F798041: 786 rows
F798044: 452 rows
F798045: 790 rows
F798049: 356 rows
F798050: 1062 rows
F798051: 879 rows
F798056: 1103 rows
F798057: 1148 rows
F798060: 857 rows
F798063: 871 rows
F798064: 1127 rows
F798065: 743 rows
F798354: 111 rows
F798355: 118 rows
F798357: 106 rows
F798361: 47 rows
F798364: 8 rows
F798365: 61 rows
F799001: 91 rows
F799002: 77 rows
F799003: 68 rows
F799006: 196 rows
F799007: 167 rows
F799008: 163 rows
F799009: 41 rows
F799010: 12 rows
F799011: 112 rows
F799012: 158 rows
F799013: 182 rows
F799014: 156 rows
F799015: 88 rows
F799016: 168 rows
F799017: 148 rows
F799018: 21 rows
F799019: 167 rows
F799020: 236 rows
F799022: 118 rows
F799024: 85 rows
F799025: 175 rows
F799026: 132 rows
F799028: 206 rows
F799034: 232 rows
F799035: 106 rows
F799036: 81 rows
F799037: 330 rows
F799038: 151 rows
F799039: 219 rows
F799041: 170 rows
F799042: 142 rows
F799043: 107 rows
F799046: 76 rows
F799047: 294 rows
F799048: 89 rows
F799049: 153 rows
F799050: 37 rows
F799051: 71 rows
F799052: 88 rows
F799054: 35 rows
F799055: 93 rows
F799056: 265 rows
F799057: 124 rows
F799058: 229 rows
F799061: 285 rows
F799064: 103 rows
F799065: 218 rows
F799068: 27 rows
F799069: 204 rows
F799070: 21 rows
F799071: 11 rows
F799072: 95 rows
F799349: 57 rows
F799350: 80 rows
F799351: 55 rows
F799354: 147 rows
F799355: 144 rows
F799356: 72 rows
F799357: 84 rows
F799358: 64 rows
F799360: 57 rows
F799362: 89 rows
F799363: 111 rows
F799364: 151 rows
F799365: 135 rows
F888055: 42 rows
F888056: 47 rows
F888057: 61 rows
F888058: 93 rows
F892018: 289 rows
F892020: 57 rows
F892021: 397 rows
F892022: 327 rows
F892025: 251 rows
F892027: 71 rows
F892031: 31 rows
F892033: 376 rows
F892034: 367 rows
F991286: 26 rows
F991287: 39 rows
F991288: 44 rows
F991292: 96 rows
F991294: 38 rows
F991296: 62 rows
F991297: 35 rows
F995027G: 5510 rows
F995097G: 4254 rows
F995103G: 6681 rows
F995195G: 7702 rows
F995217: 308 rows
F995221: 223 rows
F995222: 220 rows
F995223: 161 rows
F995225: 144 rows
F995226: 143 rows
F995227: 58 rows
F995230: 109 rows
F995231: 157 rows
F995238: 193 rows
F995240: 208 rows
F995241: 229 rows
F995243: 146 rows
F995255: 87 rows
F995259: 354 rows
F995260: 261 rows
F997126G: 9117 rows
F998200: 143 rows
F998202: 189 rows
F998203: 19 rows
F998204: 48 rows
F998205: 47 rows
F998206: 87 rows
F998207: 71 rows
F998208: 35 rows
F998212: 65 rows
F998213: 93 rows
F998214: 99 rows
F998217: 91 rows
F998223: 60 rows
F998225: 27 rows
F998226: 127 rows
F998232: 27 rows
F998257: 16 rows
F998258: 24 rows
F998285: 20 rows
F998287: 38 rows
F998288: 19 rows
F998289: 15 rows
F998290: 20 rows
F998306: 20 rows
F998307: 11 rows
F998313: 40 rows
F998314: 23 rows
F998316: 34 rows
F998317: 14 rows
F998335: 20 rows
F998336: 22 rows
F998337: 46 rows
F998339: 78 rows
F998340: 22 rows
F998341: 12 rows
F999029: 19 rows
F999030: 11 rows
F999067: 4 rows
F999068: 34 rows
F999069: 12 rows
F999089: 13 rows
F999090: 13 rows
F999092: 19 rows
F999093: 46 rows
F999096: 77 rows
F999097: 61 rows
F999145: 19 rows
F999146: 37 rows
F999147: 21 rows
F999154G: 1765 rows
F999177: 40 rows
F999178: 20 rows
F999179: 25 rows
F999180: 13 rows
F999188: 20 rows
F999189: 22 rows
F999190: 63 rows
F999201: 14 rows
F999202: 26 rows
G178353: 70 rows
G178354: 128 rows
G178356: 90 rows
H063441: 12 rows
H066139: 7 rows
H066259: 6 rows
H066401: 141 rows
H066402: 32 rows
H067107: 19 rows
H067256: 3 rows
H067401: 143 rows
H067402: 161 rows
H067442: 25 rows
H067502: 1 rows
H068113: 2 rows
H068401: 42 rows
H068402: 117 rows
H068442: 14 rows
H068443: 13 rows
H068444: 114 rows
H068452: 35 rows
H068501: 95 rows
H068502: 21 rows
H069401: 53 rows
H069442: 41 rows
H069451: 6 rows
H069501: 31 rows
H069502: 52 rows
H070501: 21 rows
H070502: 49 rows
H071501: 39 rows
H071502: 79 rows
H072501: 13 rows
H073501: 14 rows
H074159: 1 rows
H074412: 77 rows
H074421: 5 rows
H074422: 14 rows
H074551: 147 rows
H075412: 61 rows
H075421: 5 rows
H075422: 3 rows
H075442: 4 rows
H075502: 9 rows
H075551: 330 rows
H076257: 3 rows
H076411: 3 rows
H076421: 22 rows
H076422: 11 rows
H076441: 2 rows
H076500: 80 rows
H076551: 620 rows
H077271: 1 rows
H077421: 41 rows
H077422: 8 rows
H077441: 28 rows
H077442: 4 rows
H077551: 513 rows
H077552: 334 rows
H078412: 54 rows
H078441: 6 rows
H078442: 15 rows
H078551: 402 rows
H078552: 235 rows
H099400: 13 rows
H099480: 39 rows
H099500: 336 rows
H167000: 856 rows
H168127: 13 rows
H169294: 11 rows
H170125: 17 rows
H170316: 11 rows
H170327: 3 rows
H171050: 1 rows
H171059: 11 rows
H171161: 2 rows
H173235: 10 rows
H174106: 6 rows
H174109: 28 rows
H174124: 22 rows
H174128: 20 rows
H174133: 30 rows
H174173: 9 rows
H174184: 16 rows
H174187: 19 rows
H175061: 9 rows
H175064: 6 rows
H175074: 5 rows
H175083: 1 rows
H175085: 3 rows
H175096: 3 rows
H175099: 2 rows
H175101: 1 rows
H175104: 11 rows
H175118: 7 rows
H175127: 6 rows
H175131: 6 rows
H175134: 1 rows
H175139: 8 rows
H175141: 5 rows
H175148: 13 rows
H175155: 5 rows
H175159: 11 rows
H175169: 4 rows
H175181: 17 rows
H175185: 2 rows
H175222: 1 rows
H175234: 2 rows
H175260: 12 rows
H175272: 14 rows
H175273: 14 rows
H175275: 7 rows
H175279: 11 rows
H175281: 1 rows
H175283: 6 rows
H175290: 10 rows
H175301: 21 rows
H175305: 7 rows
H175312: 10 rows
H175316: 11 rows
H175332: 1 rows
H175338: 17 rows
H175342: 3 rows
H175349: 1 rows
H175353: 9 rows
H176001: 4 rows
H176005: 6 rows
H176007: 3 rows
H176013: 11 rows
H176016: 3 rows
H176019: 1 rows
H176021: 4 rows
H176025: 4 rows
H176027: 2 rows
H176031: 12 rows
H176040: 1 rows
H176200: 61 rows
H177021: 6 rows
H177047: 2 rows
H177074: 3 rows
H177075: 8 rows
H177089: 10 rows
H177152: 8 rows
H177158: 24 rows
H177187: 25 rows
H177192: 4 rows
H177213: 5 rows
H177221: 19 rows
H177249: 4 rows
H177289: 1 rows
H177299: 1 rows
H177342: 8 rows
H177365: 4 rows
H178031: 8 rows
H178045: 6 rows
H178069: 1 rows
H178087: 5 rows
H178093: 8 rows
H178107: 19 rows
H178111: 1 rows
H178146: 20 rows
H178157: 21 rows
H178172: 3 rows
H178188: 33 rows
H178189: 1 rows
H178196: 15 rows
H178227: 25 rows
H178256: 7 rows
H178259: 14 rows
H178270: 11 rows
H179000: 1310 rows
H196001: 2 rows
H196002: 22 rows
H275127: 6 rows
H275265: 15 rows
H275275: 9 rows
H275307: 9 rows
H276031: 4 rows
H278093: 10 rows
I178341: 15 rows
J163182: 848 rows
J169195: 281 rows
J176268: 1 rows
J178245: 6 rows
K174271: 1 rows
L180196: 141 rows
M179130: 111 rows
M179131: 124 rows
M179132: 146 rows
M279129: 105 rows
M279130: 95 rows
M279131: 93 rows
M279132: 65 rows
M279300: 2 rows
M379130: 37 rows
M479130: 86 rows
M579129: 45 rows
M679130: 26 rows
M679131: 35 rows
O100503: 846 rows
O100510: 157 rows
O101506: 11 rows
O166198: 2114 rows
O166201: 538 rows
O177001: 52 rows
O178274: 17 rows
O178276: 19 rows
O178291: 23 rows
O178299: 67 rows
O178320: 1 rows
O178336: 2 rows
O178338: 26 rows
O178340: 1 rows
O178345: 1 rows
O178346: 1 rows
O178354: 1 rows
O178552: 55 rows
O178711: 1 rows
O178712: 2 rows
O179005: 1 rows
O179059: 3 rows
O179069: 1 rows
O179085: 2 rows
O179087: 5 rows
O179091: 1 rows
O179094: 1 rows
O179095: 1 rows
O179101: 19 rows
O179103: 2 rows
O179107: 2 rows
O179109: 1 rows
O179110: 320 rows
O179116: 8 rows
O179121: 40 rows
O179123: 36 rows
O179128: 2 rows
O179138: 1 rows
O179139: 1 rows
O179141: 1 rows
O179143: 1 rows
O179146: 2 rows
O179150: 5 rows
O179152: 18 rows
O179153: 1 rows
O179154: 1 rows
O179155: 1 rows
O179157: 1 rows
O179160: 60 rows
O179165: 2 rows
O179169: 1 rows
O179172: 5 rows
O179176: 5 rows
O179177: 1 rows
O179182: 40 rows
O179183: 10 rows
O179185: 8 rows
O179186: 2 rows
O179187: 6 rows
O179190: 2 rows
O179191: 1 rows
O179193: 4 rows
O179194: 10 rows
O179204: 25 rows
O179211: 1 rows
O179221: 4 rows
O179226: 1 rows
O179234: 7 rows
O179236: 7 rows
O179238: 6 rows
O179239: 4 rows
O179247: 3 rows
O179256: 6 rows
O179257: 1 rows
O179259: 2 rows
O179260: 1 rows
O179283: 2 rows
O179296: 7 rows
O179300: 8 rows
O179303: 1 rows
O179311: 1 rows
O179504: 2611 rows
O179550: 89 rows
O179551: 231 rows
O179552: 390 rows
O179701: 1 rows
O179706: 1 rows
O179710: 1 rows
O179711: 1 rows
O180011: 1 rows
O180047: 6 rows
O180051: 2 rows
O180052: 8 rows
O180070: 1 rows
O180072: 2 rows
O180094: 1 rows
O180095: 1 rows
O180102: 2 rows
O180103: 94 rows
O180105: 1 rows
O180106: 3 rows
O180108: 15 rows
O180116: 2 rows
O180135: 181 rows
O180138: 63 rows
O180145: 1 rows
O180151: 1 rows
O180153: 2 rows
O180156: 1 rows
O180158: 2 rows
O180174: 31 rows
O180178: 1 rows
O180180: 5 rows
O180182: 1 rows
O180194: 1 rows
O180196: 2 rows
O180198: 1 rows
O180200: 1 rows
O180202: 2 rows
O180209: 2 rows
O180212: 3 rows
O180221: 4 rows
O180222: 1 rows
O180224: 10 rows
O180227: 1 rows
O180229: 1 rows
O180231: 6 rows
O180234: 3 rows
O180236: 31 rows
O180237: 1 rows
O180239: 1 rows
O180240: 1 rows
O180242: 4 rows
O180250: 1 rows
O180256: 1 rows
O180265: 20 rows
O180286: 1 rows
O180308: 1 rows
O180509: 119 rows
O180704: 1 rows
O180706: 1 rows
O180707: 1 rows
